time,"""JIT"" index"
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.18574431728879
13:12,49.203471994989414
13:12,49.23942128199516
13:12,49.29399800302808
13:12,49.37950639541065
13:12,49.49833991238768
13:12,49.63732826686588
13:12,49.78791130180973
13:12,49.942720527665756
13:12,50.08676228553432
13:12,50.208498632980145
13:12,50.29627519791769
13:12,50.34439023837115
13:12,50.3528373046056
13:12,50.32349961638042
13:12,50.27692019811807
13:12,50.234353616354234
13:12,50.200007279326336
13:12,50.17202595458056
13:12,50.14261686446563
13:12,50.10893939864983
13:12,50.06717167875715
13:12,50.00895053254738
13:12,49.94295753007048
13:12,49.883400646992854
13:12,49.8296379012919
13:12,49.78109149288557
13:12,49.73724138560015
13:12,49.69761953093974
13:12,49.66180466947715
13:12,49.62941765210412
13:12,49.600117229155
13:12,49.573596260616526
13:12,49.549578305314995
13:12,49.52781455118335
13:12,49.50808105249995
13:12,49.490176243402075
13:12,49.48690709445246
13:12,49.5033350448565
13:12,49.53993733866257
13:12,49.60746373292859
13:12,49.70831783285715
13:12,49.840595481160776
13:12,49.999991398689126
13:12,50.18053630550096
13:12,50.37486006918487
13:12,50.57416107454716
13:12,50.7678643006838
13:12,50.95180900905111
13:12,51.120846905630216
13:12,51.26148147006929
13:12,51.3707526236407
13:12,51.44741278634838
13:12,51.49157638709265
13:12,51.50454192557987
13:13,51.488760493643454
13:13,51.44795303064875
13:13,51.38737449036692
13:13,51.314123119574006
13:13,51.237096867116804
13:13,51.16591901707585
13:13,51.10002304848186
13:13,51.038898913468195
13:13,50.9820873916737
13:13,50.92917500918948
13:13,50.87978946559536
13:13,50.833595518277164
13:13,50.79029127829689
13:13,50.749604876660584
13:13,50.71129146394438
13:13,50.67513050994286
13:13,50.64092337333783
