time,heartRate
13:12:03,85
13:12:04,85
13:12:04,85
13:12:04,85
13:12:04,85
13:12:05,85
13:12:05,85
13:12:05,85
13:12:05,85
13:12:06,85
13:12:06,85
13:12:06,85
13:12:06,85
13:12:07,85
13:12:07,85
13:12:07,86
13:12:07,86
13:12:08,86
13:12:10,87
13:12:14,87
13:12:14,86
13:12:14,86
13:12:15,86
13:12:15,85
13:12:16,85
13:12:16,85
13:12:16,84
13:12:17,84
13:12:18,85
13:12:18,85
13:12:18,85
13:12:19,85
13:12:19,85
13:12:19,85
13:12:20,85
13:12:20,85
13:12:20,85
13:12:20,85
13:12:21,85
13:12:21,85
13:12:21,85
13:12:21,85
13:12:22,85
13:12:22,85
13:12:22,85
13:12:22,85
13:12:23,85
13:12:23,85
13:12:23,85
13:12:24,85
13:12:25,85
13:12:25,84
13:12:26,84
13:12:26,84
13:12:56,83
13:12:56,83
13:12:56,83
13:12:56,83
13:12:57,83
13:12:57,83
13:12:57,83
13:12:57,83
13:12:58,83
13:12:58,83
13:12:58,84
13:12:59,84
13:12:59,84
13:12:59,84
13:12:59,84
13:13:00,84
13:13:00,84
13:13:00,84
13:13:00,84
13:13:01,84
13:13:01,84
13:13:01,84
13:13:01,84
13:13:02,84
13:13:02,84
13:13:02,84
13:13:02,84
13:13:03,84
13:13:03,84
13:13:03,84
13:13:03,84
13:13:04,84
13:13:04,84
13:13:04,84
13:13:04,84
13:13:05,84
13:13:05,84
13:13:06,84
13:13:06,84
13:13:06,84
13:13:06,84
13:13:07,84
13:13:07,84
13:13:07,84
13:13:08,84
13:13:08,84
13:13:08,84
13:13:09,84
13:13:09,84
13:13:09,84
13:13:10,84
13:13:10,84
13:13:10,84
13:13:11,84
13:13:11,84
13:13:11,85
13:13:11,85
13:13:12,85
13:13:12,85
13:13:12,86
13:13:12,86
13:13:13,86
13:13:13,86
13:13:13,86
13:13:14,86
13:13:14,86
13:13:14,86
13:13:14,86
13:13:15,86
13:13:15,86
13:13:15,86
13:13:15,86
13:13:15,86
13:13:16,86
13:13:16,86
13:13:16,86
13:13:16,86
13:13:17,86
13:13:27,90
13:13:28,90
13:13:28,90
13:13:29,89
13:13:29,89
13:13:29,89
13:13:30,89
13:13:30,89
13:13:30,89
13:13:31,89
13:13:31,89
13:13:31,89
13:13:31,89
13:13:32,88
13:13:32,88
13:13:32,88
13:13:32,88
13:13:32,88
13:13:33,88
13:13:33,88
13:13:33,88
13:13:33,88
13:13:34,88
13:13:34,88
13:13:34,88
13:13:34,88
13:13:35,88
13:13:35,88
13:13:35,87
13:13:35,87
13:13:36,87
13:13:36,87
13:13:36,84
13:13:37,84
13:13:37,84
13:13:37,84
13:13:38,84
13:13:38,84
13:13:38,83
13:13:38,83
13:13:39,83
13:13:39,83
13:13:39,82
13:13:39,82
13:13:40,82
13:13:47,84
13:13:47,84
13:13:48,84
13:13:48,84
13:13:58,83
13:13:59,83
13:13:59,82
13:13:59,82
13:14:00,82
13:14:00,82
13:14:00,82
13:14:00,83
13:14:01,83
13:14:01,83
13:14:01,83
13:14:01,83
13:14:02,83
13:14:02,83
13:14:02,83
13:14:02,83
13:14:03,83
13:14:03,83
13:14:03,83
13:14:04,83
13:14:04,83
13:14:04,83
13:14:04,83
13:14:05,83
13:14:05,83
13:14:05,87
13:14:05,86
13:14:05,86
13:14:06,86
13:14:06,86
13:14:06,86
13:14:06,86
13:14:07,86
13:14:07,86
13:14:07,87
13:14:07,87
13:14:08,87
13:14:08,87
13:14:08,87
13:14:08,87
13:14:09,87
13:14:09,87
13:14:09,87
13:14:09,87
13:14:10,87
13:14:10,87
13:14:10,87
13:14:10,87
13:14:11,87
13:14:11,88
13:14:11,88
13:14:12,88
13:14:12,88
13:14:12,88
13:14:13,88
13:14:13,88
13:14:13,88
13:14:13,88
13:14:14,88
13:14:14,88
13:14:14,88
13:14:14,88
13:14:15,88
13:14:15,88
13:14:15,88
13:14:15,89
13:14:16,89
13:14:16,89
13:14:16,88
13:14:16,87
13:14:17,87
13:14:17,87
13:14:17,86
13:14:17,86
13:14:18,86
13:14:18,86
13:14:18,86
13:14:18,86
13:14:19,86
13:14:19,86
13:14:19,86
13:14:19,86
13:14:20,86
13:14:20,86
13:14:20,86
13:14:20,86
13:14:21,86
13:14:21,86
13:14:21,86
13:14:21,86
13:14:21,86
13:14:22,86
13:14:22,86
13:14:22,86
13:14:23,86
13:14:23,86
13:14:23,85
13:14:23,85
13:14:24,85
13:14:24,85
13:14:24,85
13:14:24,85
13:14:25,85
13:14:25,85
13:14:25,81
13:14:25,81
13:14:26,81
13:14:26,81
13:14:26,81
13:14:26,81
13:14:27,81
13:14:27,81
13:14:27,81
13:14:28,81
13:14:28,81
13:14:28,82
13:14:28,82
13:14:29,82
13:14:29,82
13:14:29,82
13:14:29,82
13:14:30,82
13:14:30,82
13:14:30,82
13:14:30,82
13:14:31,82
13:14:31,82
13:14:31,82
13:14:31,82
13:14:32,82
13:14:32,82
13:14:32,82
13:14:32,83
13:14:33,83
13:14:33,83
13:14:33,84
13:14:33,84
13:14:34,84
13:14:34,84
13:14:34,84
13:14:35,84
13:14:35,84
13:14:35,84
13:14:35,84
13:14:36,84
13:14:36,85
13:14:37,85
13:14:37,85
13:14:37,85
13:14:37,86
13:14:38,86
13:14:38,86
13:14:38,86
13:14:38,87
13:14:38,87
13:14:39,87
13:14:39,87
13:14:39,88
13:14:39,88
13:14:40,88
13:14:40,89
13:14:40,89
13:14:40,89
13:14:41,89
13:14:41,88
13:14:41,88
13:14:41,88
13:14:42,88
13:14:42,88
13:14:42,88
13:14:42,88
13:14:43,88
13:14:43,88
13:14:43,88
13:14:44,88
13:14:44,88
13:14:44,87
13:14:44,87
13:14:45,87
13:14:45,87
13:14:45,87
13:14:45,87
13:14:46,87
13:14:46,85
13:14:47,85
13:14:47,85
13:14:47,85
13:14:47,85
13:14:48,85
13:14:48,85
13:14:48,85
13:14:48,85
13:14:49,85
13:14:49,85
13:14:49,85
13:14:49,85
13:14:50,85
13:14:50,85
13:14:50,85
13:14:50,85
13:14:51,85
13:14:51,85
13:14:51,84
13:14:51,84
13:14:52,84
13:14:52,84
13:14:52,84
13:14:52,84
13:14:53,84
13:14:53,84
13:14:53,84
13:14:53,84
13:14:54,84
13:14:54,84
13:14:54,84
13:14:54,84
13:14:54,84
13:14:55,84
13:14:55,84
13:14:55,84
13:14:55,84
13:14:56,84
13:14:56,84
13:14:56,84
13:14:57,84
13:14:57,84
13:14:57,84
13:14:57,84
13:14:58,84
13:14:58,84
13:14:58,84
13:14:58,84
13:14:59,84
13:14:59,84
13:14:59,84
13:14:59,84
13:15:00,84
13:15:00,84
13:15:00,84
13:15:00,84
13:15:01,84
13:15:01,84
13:15:01,84
13:15:01,84
13:15:02,84
13:15:02,84
13:15:02,84
13:15:02,84
13:15:03,84
13:15:03,84
13:15:03,84
13:15:03,84
13:15:04,84
13:15:04,84
13:15:04,84
13:15:04,84
13:15:05,84
13:15:05,84
13:15:05,83
13:15:05,83
13:15:06,83
13:15:06,83
13:15:06,83
13:15:06,83
13:15:07,83
13:15:07,83
13:15:07,83
13:15:07,83
13:15:08,83
13:15:08,83
13:15:08,83
13:15:09,83
13:15:09,83
13:15:09,83
13:15:10,83
13:15:10,83
13:15:10,83
13:15:10,83
13:15:11,83
13:15:11,83
13:15:11,84
13:15:11,83
13:15:12,83
13:15:12,83
13:15:12,83
13:15:12,83
13:15:13,83
13:15:13,83
13:15:13,83
13:15:13,83
13:15:14,83
13:15:14,83
13:15:14,82
13:15:14,82
13:15:15,82
13:15:15,82
13:15:15,82
13:15:15,82
13:15:16,82
13:15:16,82
13:15:16,82
13:15:17,82
13:15:17,82
13:15:17,82
13:15:17,82
13:15:18,83
13:15:18,83
13:15:19,83
13:15:19,83
13:15:19,84
13:15:19,84
13:15:20,84
13:15:20,84
13:15:20,84
13:15:20,84
13:15:21,84
13:15:21,84
