time,heartRate
14:15:03,72
14:15:03,72
14:15:03,72
14:15:03,72
14:15:04,71
14:15:04,71
14:15:04,71
14:15:04,71
14:15:05,71
14:15:05,71
14:15:05,71
14:15:05,71
14:15:06,71
14:15:06,71
14:15:06,71
14:15:06,71
14:15:07,71
14:15:07,71
14:15:07,69
14:15:07,69
14:15:08,69
14:15:08,69
14:15:08,67
14:15:08,67
14:15:09,67
14:15:09,67
14:15:09,67
14:15:09,67
14:15:10,68
14:15:10,68
14:15:10,69
14:15:10,70
14:15:11,70
14:15:11,70
14:15:11,70
14:15:12,70
14:15:12,70
14:15:12,70
14:15:12,70
14:15:13,70
14:15:13,70
14:15:13,70
14:15:13,70
14:15:14,70
14:15:14,70
14:15:14,70
14:15:14,70
14:15:15,70
14:15:15,70
14:15:15,70
14:15:15,70
14:15:16,70
14:15:16,70
14:15:16,71
14:15:16,71
14:15:17,71
14:15:17,71
14:15:17,71
14:15:17,71
14:15:18,71
14:15:18,71
14:15:18,71
14:15:19,72
14:15:19,72
14:15:19,72
14:15:19,72
14:15:20,72
14:15:21,72
14:15:21,72
14:15:21,73
14:15:22,73
14:15:22,73
14:15:22,74
14:15:22,74
14:15:23,74
14:15:23,73
14:15:23,73
14:15:23,73
14:15:24,73
14:15:24,73
14:15:24,73
14:15:24,73
14:15:25,73
14:15:25,74
14:15:25,74
14:15:26,74
14:15:26,74
14:15:26,73
14:15:27,73
14:15:27,74
14:15:27,74
14:15:27,74
14:15:28,74
14:15:28,74
14:15:28,74
14:15:29,74
14:15:29,75
14:15:29,75
14:15:29,75
14:15:30,75
14:15:30,76
14:15:30,76
14:15:31,76
14:15:31,76
14:15:31,76
14:15:32,77
14:15:32,77
14:15:32,77
14:15:33,77
14:15:33,77
14:15:33,77
14:15:33,77
14:15:34,79
14:15:34,79
14:15:34,79
14:15:34,79
14:15:35,80
14:15:35,80
14:15:35,80
14:15:36,81
14:15:36,81
14:15:36,81
14:15:36,81
14:15:37,81
14:15:37,81
14:15:37,81
14:15:37,81
14:15:38,81
14:15:38,83
14:15:38,83
14:15:38,83
14:15:39,83
14:15:39,83
14:15:39,83
14:15:39,83
14:15:40,83
14:15:40,83
14:15:40,83
14:15:40,83
14:15:41,83
14:15:41,83
14:15:41,83
14:15:41,83
14:15:42,82
14:15:42,84
14:15:42,84
14:15:42,84
14:15:43,83
14:15:43,83
14:15:43,83
14:15:43,83
14:15:44,84
14:15:44,83
14:15:44,83
14:15:44,83
14:15:45,81
14:15:45,81
14:15:45,81
14:15:46,79
14:15:46,79
14:15:46,79
14:15:47,79
14:15:47,83
14:15:47,85
14:15:47,85
14:15:48,88
14:15:48,88
14:15:48,88
14:15:48,88
14:15:49,90
14:15:49,90
14:15:50,92
14:15:51,94
14:15:51,94
14:15:51,94
14:15:52,98
14:15:52,98
14:15:52,98
14:15:53,100
14:15:53,99
14:15:53,99
14:15:54,102
14:15:54,100
