time,heartRate
20:26:00,58
20:26:00,58
20:26:01,58
20:26:01,59
20:26:02,59
20:26:02,59
20:26:02,59
20:26:02,59
20:26:03,59
20:26:03,61
20:26:03,61
20:26:04,61
20:26:04,61
20:26:04,61
20:26:04,61
20:26:05,61
20:26:05,61
20:26:05,61
20:26:06,61
20:26:06,61
20:26:06,61
20:26:06,61
20:26:07,62
20:26:07,62
20:26:07,62
20:26:08,62
20:26:08,62
20:26:08,62
20:26:09,62
20:26:09,63
20:26:09,63
20:26:09,63
20:26:10,63
20:26:10,63
20:26:10,63
20:26:11,63
20:26:11,63
20:26:11,65
20:26:11,65
20:26:12,65
20:26:12,65
20:26:12,65
20:26:12,65
20:26:13,65
20:26:13,65
20:26:13,65
20:26:14,65
20:26:14,65
20:26:14,65
20:26:15,65
20:26:15,66
20:26:15,66
20:26:16,66
20:26:16,67
20:26:16,67
20:26:17,67
20:26:17,66
20:26:17,66
20:26:18,66
20:26:19,66
20:26:19,67
20:26:19,67
20:26:20,67
20:26:20,66
20:26:21,66
20:26:22,66
20:26:22,66
20:26:22,66
20:26:22,66
20:26:23,66
20:26:23,66
20:26:23,66
20:26:24,66
20:26:24,66
20:26:24,66
20:26:24,66
20:26:25,66
20:26:25,66
20:26:25,66
20:26:25,66
20:26:26,66
20:26:26,66
20:26:26,66
20:26:27,66
20:26:27,66
20:26:27,66
20:26:27,66
20:26:28,66
20:26:28,66
20:26:28,66
20:26:29,66
20:26:29,66
20:26:29,66
20:26:29,66
20:26:30,66
20:26:30,66
20:26:30,67
20:26:30,67
20:26:31,67
20:26:31,67
20:26:31,67
20:26:31,67
20:26:31,67
20:26:32,67
20:26:32,67
20:26:32,67
20:26:32,67
20:26:33,67
20:26:33,67
20:26:33,67
20:26:33,67
20:26:34,67
20:26:34,68
20:26:35,70
20:26:35,70
20:26:35,70
20:26:36,70
20:26:36,71
20:26:36,71
20:26:37,71
20:26:37,68
20:26:37,68
20:26:37,68
20:26:38,68
20:26:38,68
20:26:38,69
20:26:38,69
20:26:39,69
20:26:39,69
20:26:39,69
20:26:39,69
20:26:40,69
20:26:40,69
20:26:40,70
20:26:40,70
20:26:41,70
20:26:41,69
20:26:41,70
20:26:41,70
20:26:42,70
20:26:42,70
20:26:42,70
20:26:43,70
20:26:43,70
20:26:43,70
20:26:44,72
20:26:44,73
20:26:44,73
20:26:45,73
20:26:45,73
20:26:45,75
20:26:46,75
20:26:46,75
20:26:46,80
20:26:46,80
20:26:47,80
20:26:47,80
20:26:47,81
20:26:48,81
20:26:48,81
20:26:48,83
20:26:48,83
20:26:48,83
20:26:49,83
20:26:49,84
20:26:49,84
20:26:49,84
20:26:50,84
20:26:50,84
20:26:50,84
20:26:51,84
20:26:51,85
20:26:51,85
20:26:51,85
20:26:52,85
20:26:52,92
20:26:52,92
20:26:53,92
20:26:53,92
20:26:53,92
20:26:53,92
20:26:54,92
20:26:54,92
20:26:54,92
20:26:55,92
20:26:55,92
20:26:55,92
20:26:56,92
20:26:56,92
20:26:56,92
20:26:56,92
20:26:57,92
20:26:57,92
20:26:57,92
20:26:57,92
20:26:58,92
20:26:58,89
20:26:59,89
20:26:59,89
20:26:59,89
20:27:00,89
20:27:00,89
20:27:00,91
20:27:01,91
20:27:01,91
20:27:01,91
20:27:01,91
20:27:02,91
20:27:02,93
20:27:02,93
20:27:03,93
20:27:03,93
20:27:03,94
20:27:03,94
20:27:04,94
20:27:04,94
20:27:04,94
20:27:04,94
20:27:04,94
20:27:05,94
20:27:05,93
20:27:05,93
20:27:05,93
20:27:06,94
20:27:06,94
20:27:07,93
20:27:07,93
20:27:08,93
20:27:08,93
20:27:08,93
20:27:08,93
20:27:09,93
20:27:09,93
20:27:09,93
20:27:09,93
20:27:10,94
20:27:10,94
20:27:11,94
20:27:11,94
20:27:11,94
20:27:11,94
20:27:12,94
20:27:12,95
20:27:12,95
20:27:13,95
20:27:13,95
20:27:13,95
20:27:14,95
20:27:14,95
20:27:14,96
20:27:14,96
20:27:15,96
20:27:15,96
20:27:15,96
20:27:16,96
20:27:16,96
20:27:16,95
20:27:16,95
20:27:17,95
20:27:17,95
20:27:17,95
20:27:17,95
20:27:18,95
20:27:18,94
20:27:18,94
20:27:19,94
20:27:19,94
20:27:19,94
20:27:19,94
20:27:20,94
20:27:20,94
20:27:20,94
20:27:21,94
20:27:21,94
20:27:21,94
20:27:21,94
20:27:21,94
20:27:22,94
20:27:22,94
20:27:22,94
20:27:23,94
20:27:23,94
20:27:23,94
20:27:23,94
20:27:24,94
20:27:24,94
20:27:24,94
20:27:25,94
20:27:25,93
20:27:26,93
20:27:26,93
20:27:26,93
20:27:26,93
20:27:27,93
20:27:27,93
20:27:27,93
20:27:28,93
20:27:28,93
