time,heartRate
15:43:15,84
15:43:15,84
15:43:16,84
15:43:16,84
15:43:16,84
15:43:16,84
15:43:17,85
15:43:17,85
15:43:17,85
15:43:17,84
15:43:18,84
15:43:18,84
15:43:18,84
15:43:18,84
15:43:19,84
15:43:19,84
15:43:19,84
15:43:19,84
15:43:20,84
15:43:20,84
15:43:20,84
15:43:20,83
15:43:21,83
15:43:21,83
15:43:21,83
15:43:21,82
15:43:22,82
15:43:22,82
15:43:22,82
15:43:23,82
15:43:23,82
15:43:23,82
15:43:24,82
15:43:24,82
15:43:24,82
15:43:24,83
15:43:25,82
15:43:25,82
15:43:26,82
15:43:26,82
15:43:26,82
15:43:26,82
15:43:27,84
15:43:27,84
15:43:27,84
15:43:27,84
15:43:28,83
15:43:28,83
15:43:28,83
15:43:28,83
15:43:29,82
15:43:29,82
15:43:29,82
15:43:29,82
15:43:30,84
15:43:30,84
15:43:30,84
15:43:31,85
15:43:31,86
15:43:31,86
15:43:31,86
15:43:32,86
15:43:32,86
15:43:32,86
15:43:33,88
15:43:33,88
15:43:33,88
15:43:33,88
15:43:33,91
15:43:34,91
15:43:34,91
15:43:34,91
15:43:34,94
15:43:35,94
15:43:35,94
15:43:35,94
15:43:35,96
15:43:36,96
15:43:36,96
15:43:36,96
15:43:36,95
15:43:37,95
15:43:37,95
15:43:37,95
15:43:37,95
15:43:38,95
15:43:38,95
15:43:39,94
15:43:39,94
15:43:39,94
15:43:39,96
15:43:40,98
15:43:40,98
15:43:40,98
15:43:40,99
15:43:41,100
15:43:41,100
15:43:41,100
15:43:42,99
15:43:42,99
15:43:42,99
15:43:42,97
15:43:43,95
15:43:43,95
15:43:43,95
15:43:43,95
15:43:44,94
15:43:45,96
15:43:46,99
15:43:46,99
15:43:47,97
15:43:47,97
15:43:47,97
15:43:48,100
15:43:48,100
15:43:48,100
15:43:48,100
15:43:49,100
15:43:49,100
15:43:50,98
15:43:50,98
15:43:50,98
15:43:50,99
15:43:51,99
15:43:51,99
15:43:51,99
15:43:51,101
15:43:52,101
15:43:52,101
15:43:52,101
15:43:52,103
15:43:53,102
15:43:53,102
15:43:54,102
15:43:54,102
15:43:54,102
15:43:54,103
15:43:55,103
15:43:55,103
15:43:55,103
15:43:56,103
15:43:56,103
15:43:56,103
15:43:56,104
15:43:57,103
15:43:57,103
15:43:57,103
15:43:57,103
15:43:58,102
15:43:58,102
15:43:58,102
15:43:58,102
15:43:59,102
15:43:59,102
15:43:59,102
15:43:59,102
15:44:00,102
15:44:00,102
15:44:00,102
15:44:00,102
15:44:01,102
15:44:01,102
15:44:01,102
15:44:01,102
15:44:02,102
15:44:02,102
15:44:02,102
15:44:02,102
15:44:03,101
15:44:03,101
15:44:03,101
15:44:03,101
15:44:04,101
15:44:04,101
15:44:04,101
15:44:04,101
15:44:05,101
15:44:05,101
15:44:05,101
15:44:05,101
15:44:06,101
15:44:06,101
15:44:06,101
15:44:06,101
15:44:06,100
15:44:07,100
15:44:07,100
15:44:07,100
15:44:07,100
15:44:08,100
15:44:08,100
